element_type,file,line,snippet,context
button,src/features/manifest-editor/components/inspector/sections/CustomSkinSection.tsx,80,<button\n              key={tab.id}\n              onClick={() => setLocalActiveTab(tab.id)}\n              className={`flex-1 flex items-center justify-center gap-2 py-3 px-2 transition-all duration-,"{!forceTab && ( <div className=""flex border-b wb-outline bg-black/20 rounded-t-xs overflow-hidden""> {tabs.map(tab => ("
button,src/features/manifest-editor/components/inspector/sections/CustomSkinSection.tsx,138,"<button \n                               key={style.id}\n                               onClick={() => {\n                                 const newTabStyles = { ...tabStyles, MAIN: style.id };\n     ",const bgUrl = resolveAsset(bgAsset); return (
button,src/features/manifest-editor/components/inspector/sections/identity/EntityIdentity.tsx,166,"<button\n          onClick={() => exportSelectedAsBlueprint(entity.id)}\n          className=""mt-3 w-full flex items-center justify-center gap-2 bg-primary/10 border border-primary/20 text-primary h",</div> {exportSelectedAsBlueprint && 'kind' in entity && (
button,src/features/manifest-editor/components/inspector/sections/identity/ModulePlaneSelector.tsx,42,"<button\n            key={plane.id}\n            onClick={() => {\n              onUpdate({\n                ui: {\n                  ...manifest.ui,\n                  layout: {\n                    ","{/* Tab bar — theme-safe background */} <div className=""grid grid-cols-4 wb-surface-strong border wb-outline rounded-xs "
button,src/features/manifest-editor/components/inspector/sections/identity/ModuleSkinSelector.tsx,36,"<button\n            key={theme.id}\n            onClick={() => {\n              onUpdate({ \n                ui: { \n                  ...ui, \n                  skin: theme.ui.skin,\n               ","</p> <div className=""grid grid-cols-4 wb-surface-strong border wb-outline rounded-xs overflow-hidden""> {OMEGA_THEMES.map"
button,src/features/manifest-editor/components/inspector/sections/LayoutGovernanceSection.tsx,44,"<button\n              key={m.id}\n              onClick={() => onUpdate({ layout: { ...node.layout, pos: node.layout?.pos || { x: 0, y: 0 }, mode: m.id } })}\n              className={`flex flex-col ","<div className=""space-y-4 pt-2""> <div className=""grid grid-cols-3 gap-1 bg-black/20 p-1 rounded-xs border border-outline"
button,src/features/manifest-editor/components/inspector/sections/ModuleArchitectureSection.tsx,288,<button\n            key={tab.id}\n            onClick={() => setActiveSubTab(tab.id)}\n            className={`flex-1 py-1.5 flex flex-col items-center gap-1 rounded-xs transition-all ${\n       ,"{/* SUB-NAVIGATION */} <div className=""flex gap-1 mb-6 bg-black/20 p-1 rounded-xs border wb-outline shrink-0""> {subTabs."
"input[type=""number""]",src/features/manifest-editor/components/inspector/sections/ModuleArchitectureSection.tsx,229,"<input \n                  type=""number"" \n                  value={manifest.ui?.layout?.grid?.spacingX || 24}\n                  onChange={(e) => {","<div className=""flex gap-4 pt-1 border-t border-emerald-500/10 items-center""> <div className=""flex items-center gap-1.5 "
"input[type=""number""]",src/features/manifest-editor/components/inspector/sections/ModuleArchitectureSection.tsx,256,"<input \n                  type=""number"" \n                  value={manifest.ui?.layout?.grid?.spacingY || 24}\n                  onChange={(e) => {","</div> <div className=""flex items-center gap-1.5 text-[8px] font-medium text-white/70""> <span>Y:</span>"
button,src/features/manifest-editor/components/inspector/sections/ResourceSection.tsx,89,"<button \n          onClick={() => onRemove?.(res.name)}\n          className=""p-1.5 hover:bg-red-500/10 rounded-xs text-foreground/20 hover:text-red-500 transition-all""\n        >\n          <Trash2 ","<span className=""text-[6px] font-black uppercase text-accent"">Active Skin</span> </div> )}"
button,src/features/manifest-editor/components/inspector/sections/ResourceSection.tsx,135,"<button \n                   onClick={() => setCurrentPath(null)}\n                   className=""p-1.5 bg-accent/5 border border-accent/20 rounded-xs transition-all hover:bg-accent/10 flex items-cente","<div className=""flex items-center justify-between mb-4 px-1""> <div className=""flex items-center gap-2""> {currentPath && "
button,src/features/manifest-editor/components/inspector/sections/ResourceSection.tsx,174,"<button\n                    key={folderName}\n                    onClick={() => setCurrentPath(folderName)}\n                    className=""p-3 bg-black/40 border wb-outline rounded-sm hover:border-",<> {/* INDUSTRIAL FOLDERS */} {!currentPath && Array.from(folders.keys()).filter(k => k !== 'root').map(folderName => (
"input[type=""text""]",src/features/manifest-editor/components/inspector/sections/SpatialSection.tsx,133,"<input \n                  type=""text"" \n                  value={localX} \n                  onFocus={() => setFocusedAxis('x')}",<label className={`text-[8px] uppercase font-bold tracking-tighter flex items-center gap-1 transition-colors ${isHighlig
"input[type=""text""]",src/features/manifest-editor/components/inspector/sections/SpatialSection.tsx,147,"<input \n                  type=""text"" \n                  value={localY} \n                  onFocus={() => setFocusedAxis('y')}",<label className={`text-[8px] uppercase font-bold tracking-tighter flex items-center gap-1 transition-colors ${isHighlig
"input[type=""checkbox""]",src/features/manifest-editor/components/inspector/sections/SpatialSection.tsx,190,"<input \n                type=""checkbox"" \n                checked={localClamp}\n                onChange={(e) => {","<div className=""space-y-4 pt-2""> <div className=""flex items-center justify-between p-2 bg-black/20 rounded-xs border bor"
"input[type=""number""]",src/features/manifest-editor/components/inspector/sections/SpatialSection.tsx,206,"<input \n                type=""number"" \n                value={localMargin}\n                onChange={(e) => setLocalMargin(e.target.value)}","<label className=""text-[8px] uppercase font-bold text-foreground/60 tracking-tighter ml-1""> Containment Margin (px) </la"
button,src/features/manifest-editor/components/inspector/shared/aesthetic/FittingGovernance.tsx,40,<button\n              key={opt.id}\n              onClick={() => onChange(opt.id as NonNullable<OmegaStyleNode['fitting']>)}\n              className={`\n                flex flex-col items-center ju,const isActive = value === opt.id || (!value && opt.id === 'stretch'); return (
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,39,"<input \n              type=""number""\n              value={values.labelX || 0}\n              onChange={(e) => onChange({ labelX: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Move cla"
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,51,"<input \n              type=""number""\n              value={values.labelY || 0}\n              onChange={(e) => onChange({ labelY: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Move cla"
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,67,"<input \n              type=""number""\n              value={values.labelWidth || 0}\n              onChange={(e) => onChange({ labelWidth: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Maximize"
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,80,"<input \n              type=""number""\n              value={values.labelHeight || 0}\n              onChange={(e) => onChange({ labelHeight: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Maximize"
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,109,"<input \n              type=""number"" min=""0"" max=""40""\n              value={values.labelRounding || 0}\n              onChange={(e) => onChange({ labelRounding: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Box clas"
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/aesthetic/LabelGovernance.tsx,121,"<input \n              type=""number"" min=""0"" max=""40""\n              value={values.labelPadding || 4}\n              onChange={(e) => onChange({ labelPadding: parseInt(e.target.value) })}","<label className=""text-[6px] font-black uppercase wb-text-muted tracking-widest ml-1 flex items-center gap-1""> <Box clas"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,108,"<input \n                type=""range"" min=""0"" max=""100"" step=""1""\n                value={values.rounding ?? 0}\n                onChange={(e) => onChange({ rounding: parseInt(e.target.value) })}",</div> {!values.useSpecificRounding ? (
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,128,"<input \n                        type=""range"" min=""0"" max=""100"" step=""1""\n                        value={(values[corner.key] as number) ?? values.rounding ?? 0}\n                        onChange={(e) ","<span className=""text-[5px] font-black uppercase wb-text-muted italic"">{corner.label}</span> <span className=""text-[6px]"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,151,"<input \n              type=""range"" min=""0"" max=""10"" step=""1""\n              value={values.borderWidth ?? 0}\n              onChange={(e) => onChange({ borderWidth: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{values.borderWidth || 0}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,170,"<input \n              type=""range"" min=""1"" max=""20"" step=""1""\n              value={values.thickness ?? 1}\n              onChange={(e) => onChange({ thickness: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{values.thickness || 1}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,189,"<input \n              type=""range"" min=""0"" max=""2"" step=""0.1""\n              value={values.height ?? 1.0}\n              onChange={(e) => onChange({ height: parseFloat(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{(values.height || 1.0).toFixed(1)}x</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,210,"<input \n              type=""range"" min=""0"" max=""24"" step=""1""\n              value={values.blur ?? 0}\n              onChange={(e) => onChange({ blur: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{(values.blur || 0)}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,229,"<input \n              type=""range"" min=""1"" max=""50"" step=""1""\n              value={values.zIndex ?? 1}\n              onChange={(e) => onChange({ zIndex: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">L{(values.zIndex || 1)}</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,248,"<input \n              type=""range"" min=""0"" max=""40"" step=""1""\n              value={values.padding ?? 0}\n              onChange={(e) => onChange({ padding: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{values.padding || 0}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,267,"<input \n              type=""range"" min=""1"" max=""10"" step=""1""\n              value={values.tiling ?? 1}\n              onChange={(e) => onChange({ tiling: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">{values.tiling || 1}x</span> </div>"
"input[type=""text""]",src/features/manifest-editor/components/inspector/shared/aesthetic/MechanicalGovernance.tsx,286,"<input \n            type=""text""\n            value={values.texture || ''}\n            onChange={(e) => onChange({ texture: e.target.value })}",Surface Texture </label> </div>
button,src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceAnatomyInspector.tsx,35,<button \n            onClick={() => setIsUnlocked(!isUnlocked)}\n            className={`px-2 py-0.5 rounded flex items-center gap-1.5 transition-all ${isUnlocked ? 'bg-red-500/20 text-red-400 border,"{/* PROTECTION TOGGLE (Only for official) */} {isOfficial && ( <div className=""flex justify-end"">"
button,src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceAnatomyInspector.tsx,46,"<button \n          onClick={() => setIsExpanded(!isExpanded)}\n          className=""w-full px-3 py-2 bg-white/5 flex items-center justify-between hover:bg-white/10 transition-colors""\n        >\n    ",")} <div className=""border border-white/5 rounded bg-black/20 overflow-hidden"">"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceAnatomyInspector.tsx,65,"<input \n                type=""range"" min=""1"" max=""256"" step=""1""\n                value={values.frames || 1}\n                disabled={!canEditAnatomy}\n                onChange={(e) => onChange({ fr","<label className=""text-[8px] font-black uppercase text-white/40"">Total Frames</label> <span className=""text-[10px] font-"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceAnatomyInspector.tsx,184,"<input \n              type=""range"" min=""0"" max=""100"" step=""1""\n              value={(values.testValue ?? 0.75) * 100}\n              onChange={(e) => onChange({ testValue: parseInt(e.target.value) / ","</label> <span className=""text-[10px] font-mono text-accent"">{Math.round((values.testValue ?? 0.75) * 100)}%</span> </di"
button,src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,38,<button \n            onClick={() => setIsUnlocked(!isUnlocked)}\n            className={`px-2 py-0.5 rounded flex items-center gap-1.5 transition-all ${isUnlocked ? 'bg-red-500/20 text-red-400 border,"<h3 className=""text-[10px] font-black uppercase tracking-widest text-white"">Sequence Governance</h3> </div> {isOfficial "
button,src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,50,"<button \n          onClick={() => setIsExpanded(!isExpanded)}\n          className=""w-full px-3 py-2 bg-white/5 flex items-center justify-between hover:bg-white/10 transition-colors""\n        >\n    ","{/* ANATOMY SECTION (COLLAPSIBLE) */} <div className=""border border-white/5 rounded bg-black/20 overflow-hidden"">"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,69,"<input \n                type=""range"" min=""1"" max=""256"" step=""1""\n                value={values.frames || 1}\n                disabled={!canEditAnatomy}\n                onChange={(e) => onChange({ fr","<label className=""text-[8px] font-black uppercase text-white/40"">Total Frames</label> <span className=""text-[10px] font-"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,108,"<input \n                type=""range"" min=""8"" max=""256"" step=""1""\n                value={values.frameWidth || 48}\n                disabled={!canEditAnatomy}\n                onChange={(e) => onChange","</label> <span className=""text-[10px] font-mono text-accent"">{values.frameWidth || 48}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,126,"<input \n                type=""range"" min=""8"" max=""256"" step=""1""\n                value={values.frameHeight || 48}\n                disabled={!canEditAnatomy}\n                onChange={(e) => onChang","</label> <span className=""text-[10px] font-mono text-accent"">{values.frameHeight || 48}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,202,"<input \n            type=""range"" min=""0"" max=""64"" step=""1""\n            value={values.padding || 0}\n            onChange={(e) => onChange({ padding: parseInt(e.target.value) })}","</label> <span className=""text-[10px] font-mono text-accent"">{values.padding || 0}px</span> </div>"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,223,"<input \n            type=""range"" min=""25"" max=""400"" step=""5""\n            value={Math.round(((values.width || values.frameWidth || 48) / (values.frameWidth || 48)) * 100)}\n            onChange={(e) ",{Math.round(((values.width || values.frameWidth || 48) / (values.frameWidth || 48)) * 100)}% </span> </div>
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,246,"<input \n              type=""range"" min=""8"" max=""512"" step=""1""\n              value={values.width || values.frameWidth || 48}\n              onChange={(e) => onChange({ width: parseInt(e.target.value)","<label className=""text-[8px] font-black uppercase text-white/40"">Render Width</label> <span className=""text-[10px] font-"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,259,"<input \n              type=""range"" min=""8"" max=""512"" step=""1""\n              value={values.height || values.frameHeight || 48}\n              onChange={(e) => onChange({ height: parseInt(e.target.val","<label className=""text-[8px] font-black uppercase text-white/40"">Render Height</label> <span className=""text-[10px] font"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceGovernance.tsx,284,"<input \n               type=""range"" min=""0"" max=""100"" step=""1""\n               value={(values.testValue ?? 0.75) * 100}\n               onChange={(e) => onChange({ testValue: parseInt(e.target.value)","<label className=""text-[8px] font-black uppercase text-accent"">Validation Scrub</label> <span className=""text-[10px] fon"
button,src/features/manifest-editor/components/inspector/shared/aesthetic/SequenceIngestionLab.tsx,188,"<button \n                  onClick={handleStitch}\n                  disabled={isProcessing || orderedFiles.length === 0}\n                  className=""w-full py-4 bg-accent text-black font-black upp",</p> </div>
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SpatialGovernance.tsx,49,"<input \n                  type=""range"" min=""4"" max=""256"" step=""1""\n                  value={values.width || 48}\n                  onChange={(e) => onChange({ width: parseInt(e.target.value) })}","<div className=""flex justify-between""> <span className=""text-[5px] font-black uppercase wb-text-muted italic"">Width</spa"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SpatialGovernance.tsx,61,"<input \n                  type=""range"" min=""4"" max=""256"" step=""1""\n                  value={values.height || 48}\n                  onChange={(e) => onChange({ height: parseInt(e.target.value) })}","<div className=""flex justify-between""> <span className=""text-[5px] font-black uppercase wb-text-muted italic"">Height</sp"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SpatialGovernance.tsx,91,"<input \n                  type=""range"" min=""-100"" max=""100"" step=""1""\n                  value={values.offsetX || 0}\n                  onChange={(e) => onChange({ offsetX: parseInt(e.target.value) })","<div className=""flex justify-between""> <span className=""text-[5px] font-black uppercase wb-text-muted italic"">Offset X</"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SpatialGovernance.tsx,103,"<input \n                  type=""range"" min=""-100"" max=""100"" step=""1""\n                  value={values.offsetY || 0}\n                  onChange={(e) => onChange({ offsetY: parseInt(e.target.value) })","<div className=""flex justify-between""> <span className=""text-[5px] font-black uppercase wb-text-muted italic"">Offset Y</"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/SpatialGovernance.tsx,125,"<input \n              type=""range"" min=""1"" max=""50"" step=""1""\n              value={values.zIndex || 1}\n              onChange={(e) => onChange({ zIndex: parseInt(e.target.value) })}","</label> <span className=""text-[7px] font-mono text-accent"">L{(values.zIndex || 1)}</span> </div>"
button,src/features/manifest-editor/components/inspector/shared/aesthetic/TypographyGovernance.tsx,79,<button \n                    key={align.id}\n                    onClick={() => onChange({ alignment: align.id as NonNullable<OmegaStyleNode['alignment']> })}\n                    className={`flex-1 ,"{ id: 'center', icon: AlignCenter }, { id: 'right', icon: AlignRight } ].map(align => ("
button,src/features/manifest-editor/components/inspector/shared/aesthetic/UnifiedGraphicGovernance.tsx,67,<button\n                    key={mode}\n                    onClick={() => setGraphicMode(mode)}\n                    className={`flex-1 rounded flex items-center justify-center gap-1.5 transition-al,"<label className=""text-[7px] font-black uppercase text-white/20 tracking-widest block"">Asset Nature</label> <div classNa"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/UnifiedGraphicGovernance.tsx,177,"<input \n                type=""range"" min=""25"" max=""400"" step=""5""\n                value={Math.round(((values.width || values.frameWidth || 48) / (values.frameWidth || 48)) * 100)}\n                on",{Math.round(((values.width || values.frameWidth || 48) / (values.frameWidth || 48)) * 100)}% </span> </div>
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/UnifiedGraphicGovernance.tsx,199,"<input \n                type=""range"" min=""-100"" max=""100"" step=""1""\n                value={values.offsetX || 0}\n                onChange={(e) => onChange({ offsetX: parseInt(e.target.value) })}","<label className=""text-[8px] font-black uppercase text-white/40 flex items-center gap-1""> <Move className=""w-2 h-2"" /> X"
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/aesthetic/UnifiedGraphicGovernance.tsx,211,"<input \n                type=""range"" min=""-100"" max=""100"" step=""1""\n                value={values.offsetY || 0}\n                onChange={(e) => onChange({ offsetY: parseInt(e.target.value) })}","<label className=""text-[8px] font-black uppercase text-white/40 flex items-center gap-1""> <Move className=""w-2 h-2 rotat"
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,174,"<button \n                onClick={() => onSelect(undefined)}\n                className=""flex items-center gap-1 px-1.5 py-0.5 bg-red-500/10 border border-red-500/20 rounded-[2px] text-[6px] font-b",</div> {selectedAssetId && (
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,187,<button\n               onClick={() => {\n                 const parts = currentPath?.split('/') || [];\n                 parts.pop();\n                 setCurrentPath(parts.length > 0 ? parts.joi,"<div className=""wb-surface-strong border wb-outline rounded-xs p-3 min-h-[240px] max-h-[320px] overflow-y-auto industria"
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,201,"<button\n               onClick={() => setCurrentPath('lib:sequences')}\n               className=""p-2 rounded-xs border wb-outline bg-black/40 flex flex-col gap-2 items-center justify-center hover:",)} {!currentPath && (
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,211,"<button\n            key={folderName}\n            onClick={() => {\n              setCurrentPath(folderName);\n            }}\n            className=""p-2 rounded-xs border wb-outline bg-black/40",)} {!currentPath && Array.from(folders.keys()).filter(k => k !== 'root' && !k.startsWith('lib:')).map(folderName => (
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,229,"<button\n                    key={item.id}\n                    onClick={() => setCurrentPath(item.path || null)}\n                    className=""p-2 rounded-xs border wb-outline bg-black/40 flex f",.map((item: AssetSelectionMetadata) => { if (item.isFolder) { return (
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,242,"<button\n                  key={item.id}\n                  onClick={() => handleLibrarySelect(item)}\n                  className=""p-2 rounded-xs border wb-outline bg-black/40 flex flex-col gap-1 ",const isSequence = (item.frames as number) > 1 || currentPath.includes('sequences'); return (
button,src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,285,<button\n              key={asset.id}\n              onClick={() => onSelect(asset.id)}\n              className={`\n                  p-2 rounded-xs border flex flex-col gap-1 items-center transi,}) ) : currentPath ? ( folders.get(currentPath)?.map((asset: AssetSelectionMetadata) => (
"input[type=""file""]",src/features/manifest-editor/components/inspector/shared/AssetSelector.tsx,371,"<input \n        type=""file"" \n        ref={fileInputRef} \n        style={{ display: 'none' }} \n        onChange={(e) => {",)} {/* Hidden upload bridge for library ingestion */}
"input[type=""color""]",src/features/manifest-editor/components/inspector/shared/ColorTokenInput.tsx,43,"<input \n            type=""color"" \n            value={previewColor} \n            onChange={(e) => onChange(e.target.value)}","</label> <div className=""flex gap-2""> <div className=""relative group"">"
"input[type=""text""]",src/features/manifest-editor/components/inspector/shared/ColorTokenInput.tsx,56,"<input \n          type=""text"" \n          value={value} \n          placeholder={placeholder}\n          onChange={(e) => onChange(e.target.value)}",</div> )} </div>
button,src/features/manifest-editor/components/inspector/shared/IndustrialButton.tsx,56,<button \n      onClick={onClick}\n      className={`${baseStyles} ${variantStyles[variant]} ${sizeStyles[size]} ${className}`}\n      title={title}\n    >\n      {label && <span className={size === ',}; return (
button,src/features/manifest-editor/components/inspector/shared/InspectorCollapsible.tsx,75,"<button \n               onClick={(e) => {\n                 e.stopPropagation();\n                 onHelp(title);\n               }} \n               className=""hover:text-primary transition-colors p","<div className=""flex items-center gap-1""> {actions} {onHelp && ("
button,src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,125,<button\n                  key={sys.id}\n                  onClick={() => onChange(sys.id)}\n                  className={`group relative p-1.5 border rounded-xs transition-all flex flex-col items-cen,"<div className=""grid grid-cols-5 sm:grid-cols-8 gap-1""> {/* SYSTEM COLORS FIRST (WHITE/BLACK) */} {SYSTEM_COLORS.map(sys"
button,src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,140,<button\n                  key={token}\n                  onClick={() => onChange(token)}\n                  className={`group relative p-1.5 border rounded-xs transition-all flex flex-col items-cente,"{/* DNA TOKENS */} {Object.entries(DNA_MAP).map(([token, info]: [string, DNAToken]) => ("
"input[type=""range""]",src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,175,"<input \n                    type=""range"" min=""0"" max=""1"" step=""0.01"" value={currentAlpha}\n                    onChange={(e) => handleAlphaChange(parseFloat(e.target.value))}","<span className=""text-[5px] font-black uppercase wb-text-muted italic"">Alpha Channel</span> <span className=""text-[6px] "
"input[type=""number""]",src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,183,"<input \n                    type=""number"" min=""0"" max=""100"" value={Math.round(currentAlpha * 100)}\n                    onChange={(e) => {","/> </div> <div className=""w-12"">"
"input[type=""color""]",src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,198,"<input \n                  type=""color"" value={resolvePreview(value)}\n                  onChange={(e) => onChange(applyAlpha(e.target.value, currentAlpha))}","{/* CUSTOM OVERRIDE */} <div className=""flex gap-2 items-center pt-1 border-t border-outline/5""> <div className=""relativ"
"input[type=""text""]",src/features/manifest-editor/components/inspector/shared/SmartColorPicker.tsx,206,"<input \n                  type=""text"" value={value || ''}\n                  onChange={(e) => onChange(e.target.value)}","/> </div> <div className=""flex-1 relative"">"
button,src/features/manifest-editor/components/inspector/shared/StyleEditorModal.tsx,152,"<button \n              onClick={onClose}\n              className=""w-8 h-8 flex items-center justify-center hover:bg-white/5 rounded-xs transition-colors group""\n            >\n              <X c",</div> </div>
button,src/features/manifest-editor/components/inspector/shared/StyleEditorModal.tsx,245,<button \n                                onClick={() => { setActiveFragment('host'); setActiveTab('properties'); }}\n                                className={`w-full flex items-center justify-bet,"<div className=""space-y-2""> {/* HOST FRAGMENT */}"
button,src/features/manifest-editor/components/inspector/shared/StyleEditorModal.tsx,262,<button \n                                onClick={() => { setActiveFragment('label'); setActiveTab('properties'); }}\n                                className={`w-full flex items-center justify-be,</button> {/* LABEL FRAGMENT */}
button,src/features/manifest-editor/components/inspector/shared/StyleEditorModal.tsx,311,"<button \n               onClick={() => onUpdate({})} \n               className=""flex items-center gap-2 px-4 py-2 text-[8px] font-black uppercase wb-text-muted hover:wb-text transition-colors""\n ","{/* FOOTER ACTIONS */} <div className=""px-6 py-4 border-t-2 wb-outline wb-surface-subtle flex items-center justify-betwe"
button,src/features/manifest-editor/components/inspector/shared/StyleEditorModal.tsx,319,"<button \n               onClick={onClose}\n               className=""flex items-center gap-2 px-8 py-2 bg-primary text-black text-[10px] font-black uppercase rounded-xs hover:bg-primary/80 transiti",Reset Defaults </button>
button,src/features/manifest-editor/components/inspector/shared/StyleLibraryLink.tsx,47,"<button \n            onClick={handleNavigate}\n            className=""flex items-center gap-2 px-3 py-1.5 bg-primary/10 border border-primary/20 rounded-xs text-[7px] font-black uppercase text-primar","<span className=""text-[5px] font-mono opacity-30"">{styleId}</span> </div>"
button,src/features/manifest-editor/components/lab/AssetBehaviorPresetSelector.tsx,42,<button\n            key={preset.id}\n            onClick={() => onChange(preset.id)}\n            className={`flex flex-col items-start p-3 rounded border transition-all text-left gap-2 ${\n         ,"<div className=""grid grid-cols-3 gap-2""> {PRESETS.map((preset) => ("
"input[type=""number""]",src/features/manifest-editor/components/lab/BehaviorMappingInspector.tsx,76,"<input \n              type=""number""\n              value={mapping.frameRange?.start ?? 0}\n              onChange={(e) => onChange({ frameRange: { start: parseInt(e.target.value), end: mapping.fra","<div className=""grid grid-cols-3 gap-4""> <div className=""space-y-1 relative group""> <span className=""text-[6px] font-bla"
"input[type=""number""]",src/features/manifest-editor/components/lab/BehaviorMappingInspector.tsx,88,"<input \n              type=""number""\n              value={mapping.frameRange?.end ?? 1}\n              onChange={(e) => onChange({ frameRange: { start: mapping.frameRange?.start ?? 0, end: parseIn","</div> <div className=""space-y-1 relative group""> <span className=""text-[6px] font-black uppercase opacity-30"">End Frame"
"input[type=""range""]",src/features/manifest-editor/components/lab/CellStudioPreviewStrip.tsx,53,"<input\n            type=""range"" min=""0"" max=""1"" step=""0.001""\n            value={testValue}\n            onChange={(e) => onScrub(parseFloat(e.target.value))}","<span className=""text-[7px] font-mono text-white/40"">{(testValue * 100).toFixed(1)}%</span> </div> </div>"
